task,config,feature_map,n_qubits,reps,entanglement,f1_mean,f1_std,acc_mean,train_time_mean
WESAD_3class_QSVM,PauliFeatureMap_n3_r1_circular_standard,PauliFeatureMap,3,1,circular,0.3274084262043162,0.1497688523195687,0.3474963251364592,1.306
WESAD_3class_QSVM,PauliFeatureMap_n3_r1_full_standard,PauliFeatureMap,3,1,full,0.3274084262043162,0.1497688523195687,0.3474963251364592,1.2833333333333334
WESAD_3class_QSVM,ZZFeatureMap_n3_r1_circular_standard,ZZFeatureMap,3,1,circular,0.3274084262043162,0.1497688523195687,0.3474963251364592,1.3066666666666669
WESAD_3class_QSVM,ZZFeatureMap_n3_r1_full_standard,ZZFeatureMap,3,1,full,0.3274084262043162,0.1497688523195687,0.3474963251364592,1.3706666666666665
WESAD_3class_QSVM,PauliFeatureMap_n4_r1_full_standard,PauliFeatureMap,4,1,full,0.3245778691531997,0.07957695953098877,0.3576122922950508,1.55
WESAD_3class_QSVM,ZZFeatureMap_n4_r1_full_standard,ZZFeatureMap,4,1,full,0.3245778691531997,0.07957695953098877,0.3576122922950508,8.646666666666667
WESAD_3class_QSVM,PauliFeatureMap_n4_r1_circular_standard,PauliFeatureMap,4,1,circular,0.3192492670412214,0.0809018232303466,0.3539223619282109,1.4433333333333331
WESAD_3class_QSVM,ZZFeatureMap_n4_r1_circular_standard,ZZFeatureMap,4,1,circular,0.3192492670412214,0.0809018232303466,0.3539223619282109,7.896666666666666
WESAD_3class_QSVM,PauliFeatureMap_n4_r1_linear_standard,PauliFeatureMap,4,1,linear,0.3188095987353631,0.12628296509221765,0.36457711802633835,1.3686666666666667
WESAD_3class_QSVM,ZZFeatureMap_n4_r1_linear_standard,ZZFeatureMap,4,1,linear,0.3188095987353631,0.12628296509221765,0.36457711802633835,7.5553333333333335
WESAD_3class_QSVM,PauliFeatureMap_n3_r2_circular_standard,PauliFeatureMap,3,2,circular,0.30262174796541635,0.09339922847015827,0.3185548271582475,1.596666666666667
WESAD_3class_QSVM,PauliFeatureMap_n3_r2_full_standard,PauliFeatureMap,3,2,full,0.30262174796541635,0.09339922847015827,0.3185548271582475,1.5786666666666667
WESAD_3class_QSVM,ZZFeatureMap_n3_r2_circular_standard,ZZFeatureMap,3,2,circular,0.30262174796541635,0.09339922847015827,0.3185548271582475,1.6286666666666667
WESAD_3class_QSVM,ZZFeatureMap_n3_r2_full_standard,ZZFeatureMap,3,2,full,0.30262174796541635,0.09339922847015827,0.3185548271582475,1.6073333333333333
WESAD_3class_QSVM,PauliFeatureMap_n4_r2_full_standard,PauliFeatureMap,4,2,full,0.29969968765001936,0.08010231898701434,0.3300385979257982,2.0573333333333332
WESAD_3class_QSVM,ZZFeatureMap_n4_r2_full_standard,ZZFeatureMap,4,2,full,0.29969968765001936,0.08010231898701434,0.3300385979257982,10.822666666666667
WESAD_3class_QSVM,PauliFeatureMap_n4_r2_circular_standard,PauliFeatureMap,4,2,circular,0.2925977738056612,0.05557673532177555,0.32540733556870766,1.8033333333333335
WESAD_3class_QSVM,ZZFeatureMap_n4_r2_circular_standard,ZZFeatureMap,4,2,circular,0.2925977738056612,0.05557673532177555,0.32540733556870766,1.7633333333333332
WESAD_binary_QSVM,PauliFeatureMap_n3_r1_linear_robust,PauliFeatureMap,3,1,linear,0.6197834434283039,0.19537698364941214,0.6412795731572146,0.6546666666666667
WESAD_binary_QSVM,ZZFeatureMap_n3_r1_linear_robust,ZZFeatureMap,3,1,linear,0.6197834434283039,0.19537698364941214,0.6412795731572146,2.457333333333333
WESAD_binary_QSVM,PauliFeatureMap_n3_r1_circular_robust,PauliFeatureMap,3,1,circular,0.6102684017693598,0.1927932018632038,0.6314801336025068,0.7033333333333333
WESAD_binary_QSVM,PauliFeatureMap_n3_r1_full_robust,PauliFeatureMap,3,1,full,0.6102684017693598,0.1927932018632038,0.6314801336025068,0.6926666666666665
WESAD_binary_QSVM,ZZFeatureMap_n3_r1_circular_robust,ZZFeatureMap,3,1,circular,0.6102684017693598,0.1927932018632038,0.6314801336025068,2.6086666666666667
WESAD_binary_QSVM,ZZFeatureMap_n3_r1_full_robust,ZZFeatureMap,3,1,full,0.6102684017693598,0.1927932018632038,0.6314801336025068,2.8459999999999996
WESAD_binary_QSVM,PauliFeatureMap_n4_r1_full_robust,PauliFeatureMap,4,1,full,0.5805803904878911,0.14482187812126807,0.6027109992167184,0.8646666666666667
WESAD_binary_QSVM,ZZFeatureMap_n4_r1_full_robust,ZZFeatureMap,4,1,full,0.5805803904878911,0.14482187812126807,0.6027109992167184,4.801333333333333
WESAD_binary_QSVM,PauliFeatureMap_n4_r1_linear_robust,PauliFeatureMap,4,1,linear,0.5726590496017109,0.1823764027922684,0.5980105365565532,0.7513333333333333
WESAD_binary_QSVM,ZZFeatureMap_n4_r1_linear_robust,ZZFeatureMap,4,1,linear,0.5726590496017109,0.1823764027922684,0.5980105365565532,3.996
WESAD_binary_QSVM,PauliFeatureMap_n4_r1_circular_robust,PauliFeatureMap,4,1,circular,0.5717649286609358,0.1630593589792902,0.5968880958500278,0.7886666666666666
WESAD_binary_QSVM,ZZFeatureMap_n4_r1_circular_robust,ZZFeatureMap,4,1,circular,0.5717649286609358,0.1630593589792902,0.5968880958500278,4.318
WESAD_binary_QSVM,PauliFeatureMap_n3_r2_circular_robust,PauliFeatureMap,3,2,circular,0.5557810850926805,0.13087126282748116,0.5692326270832248,0.9046666666666667
WESAD_binary_QSVM,PauliFeatureMap_n3_r2_full_robust,PauliFeatureMap,3,2,full,0.5557810850926805,0.13087126282748116,0.5692326270832248,0.898
WESAD_binary_QSVM,ZZFeatureMap_n3_r2_circular_robust,ZZFeatureMap,3,2,circular,0.5557810850926805,0.13087126282748116,0.5692326270832248,3.3733333333333335
WESAD_binary_QSVM,ZZFeatureMap_n3_r2_full_robust,ZZFeatureMap,3,2,full,0.5557810850926805,0.13087126282748116,0.5692326270832248,3.412
WESAD_binary_QSVM,PauliFeatureMap_n3_r2_linear_robust,PauliFeatureMap,3,2,linear,0.5543135210614759,0.15377726597433178,0.5711889719732289,0.8140000000000001
WESAD_binary_QSVM,ZZFeatureMap_n3_r2_linear_robust,ZZFeatureMap,3,2,linear,0.5543135210614759,0.15377726597433178,0.5711889719732289,3.029333333333333
WESAD_binary_QSVM,PauliFeatureMap_n4_r1_linear_standard,PauliFeatureMap,4,1,linear,0.5358794112931,0.11978414418133608,0.5655133202489445,0.7433333333333334
WESAD_binary_QSVM,ZZFeatureMap_n4_r1_linear_standard,ZZFeatureMap,4,1,linear,0.5358794112931,0.11978414418133608,0.5655133202489445,4.0553333333333335
WESAD_binary_QSVM,PauliFeatureMap_n4_r2_linear_robust,PauliFeatureMap,4,2,linear,0.5351142725392593,0.14197144635421105,0.5577253538156294,0.9813333333333333
WESAD_binary_QSVM,ZZFeatureMap_n4_r2_linear_robust,ZZFeatureMap,4,2,linear,0.5351142725392593,0.14197144635421105,0.5577253538156294,5.134666666666666
WESAD_binary_QSVM,PauliFeatureMap_n4_r2_linear_standard,PauliFeatureMap,4,2,linear,0.5322276965081766,0.12650122013716023,0.5556654816388363,0.9686666666666667
WESAD_binary_QSVM,ZZFeatureMap_n4_r2_linear_standard,ZZFeatureMap,4,2,linear,0.5322276965081766,0.12650122013716023,0.5556654816388363,4.843333333333334
WESAD_binary_QSVM,PauliFeatureMap_n3_r1_linear_standard,PauliFeatureMap,3,1,linear,0.5303426186004142,0.1680961035795148,0.5601685079110221,0.66
WESAD_binary_QSVM,ZZFeatureMap_n3_r1_linear_standard,ZZFeatureMap,3,1,linear,0.5303426186004142,0.1680961035795148,0.5601685079110221,0.718
WESAD_binary_QSVM,PauliFeatureMap_n4_r2_full_robust,PauliFeatureMap,4,2,full,0.5264777673684703,0.09730151998130662,0.5474071095922699,1.1986666666666668
WESAD_binary_QSVM,ZZFeatureMap_n4_r2_full_robust,ZZFeatureMap,4,2,full,0.5264777673684703,0.09730151998130662,0.5474071095922699,1.7366666666666666
WESAD_binary_QSVM,PauliFeatureMap_n4_r1_circular_standard,PauliFeatureMap,4,1,circular,0.5232779985617495,0.14933638417433814,0.5542416292941621,0.7946666666666666
WESAD_binary_QSVM,ZZFeatureMap_n4_r1_circular_standard,ZZFeatureMap,4,1,circular,0.5232779985617495,0.14933638417433814,0.5542416292941621,4.389333333333334
WESAD_binary_QSVM,PauliFeatureMap_n4_r2_circular_standard,PauliFeatureMap,4,2,circular,0.5159442935528943,0.10564575243002677,0.5304363796067858,1.046
WESAD_binary_QSVM,ZZFeatureMap_n4_r2_circular_standard,ZZFeatureMap,4,2,circular,0.5159442935528943,0.10564575243002677,0.5304363796067858,5.46
WESAD_binary_QSVM,PauliFeatureMap_n4_r1_full_standard,PauliFeatureMap,4,1,full,0.5153892414414895,0.15665221116758427,0.5360369780743357,0.8566666666666667
WESAD_binary_QSVM,ZZFeatureMap_n4_r1_full_standard,ZZFeatureMap,4,1,full,0.5153892414414895,0.15665221116758427,0.5360369780743357,4.689333333333334
WESAD_binary_QSVM,PauliFeatureMap_n3_r2_linear_standard,PauliFeatureMap,3,2,linear,0.5121670981571392,0.14049837756062564,0.5301718045420949,0.8113333333333334
WESAD_binary_QSVM,ZZFeatureMap_n3_r2_linear_standard,ZZFeatureMap,3,2,linear,0.5121670981571392,0.14049837756062564,0.5301718045420949,3.002666666666667
WESAD_binary_QSVM,PauliFeatureMap_n4_r2_circular_robust,PauliFeatureMap,4,2,circular,0.5101823694344307,0.10319816447632031,0.5251760636160668,1.038
WESAD_binary_QSVM,ZZFeatureMap_n4_r2_circular_robust,ZZFeatureMap,4,2,circular,0.5101823694344307,0.10319816447632031,0.5251760636160668,5.605333333333333
WESAD_binary_QSVM,PauliFeatureMap_n3_r1_circular_standard,PauliFeatureMap,3,1,circular,0.497562251209674,0.20527864570693147,0.5158228985240597,0.6993333333333334
WESAD_binary_QSVM,PauliFeatureMap_n3_r1_full_standard,PauliFeatureMap,3,1,full,0.497562251209674,0.20527864570693147,0.5158228985240597,0.6986666666666667
WESAD_binary_QSVM,ZZFeatureMap_n3_r1_circular_standard,ZZFeatureMap,3,1,circular,0.497562251209674,0.20527864570693147,0.5158228985240597,2.5973333333333333
WESAD_binary_QSVM,ZZFeatureMap_n3_r1_full_standard,ZZFeatureMap,3,1,full,0.497562251209674,0.20527864570693147,0.5158228985240597,4.767333333333334
WESAD_binary_QSVM,PauliFeatureMap_n4_r2_full_standard,PauliFeatureMap,4,2,full,0.47639098845147426,0.07217680880220127,0.4992855494761726,1.194
WESAD_binary_QSVM,ZZFeatureMap_n4_r2_full_standard,ZZFeatureMap,4,2,full,0.47639098845147426,0.07217680880220127,0.4992855494761726,4.6593333333333335
WESAD_binary_QSVM,PauliFeatureMap_n3_r2_circular_standard,PauliFeatureMap,3,2,circular,0.459803120231283,0.0960716516031227,0.4692378573648578,0.8993333333333333
WESAD_binary_QSVM,PauliFeatureMap_n3_r2_full_standard,PauliFeatureMap,3,2,full,0.459803120231283,0.0960716516031227,0.4692378573648578,0.9033333333333334
WESAD_binary_QSVM,ZZFeatureMap_n3_r2_circular_standard,ZZFeatureMap,3,2,circular,0.459803120231283,0.0960716516031227,0.4692378573648578,3.432
WESAD_binary_QSVM,ZZFeatureMap_n3_r2_full_standard,ZZFeatureMap,3,2,full,0.459803120231283,0.0960716516031227,0.4692378573648578,3.2626666666666666
