task,model,fold,test_subject,train_size,test_size,train_time,test_time,accuracy,precision,recall,f1
DREAMER_binary_EEG,Random Forest,14,14,300,18,0.3383,0.0502,0.6111111111111112,0.6111111111111112,0.625,0.6
DREAMER_binary_EEG,Logistic Regression,15,15,300,18,0.0604,0.0,0.5555555555555556,0.5584415584415584,0.5555555555555556,0.55
DREAMER_binary_EEG,SVM (RBF),15,15,300,18,0.0243,0.0,0.5,0.25,0.5,0.3333333333333333
DREAMER_binary_EEG,Random Forest,15,15,300,18,0.2637,0.0333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
DREAMER_binary_EEG,Logistic Regression,16,16,300,18,0.0354,0.0,0.4444444444444444,0.45833333333333337,0.4625,0.4375
DREAMER_binary_EEG,SVM (RBF),16,16,300,18,0.027,0.0,0.5555555555555556,0.5416666666666667,0.5375,0.5324675324675324
DREAMER_binary_EEG,Random Forest,16,16,300,18,0.2988,0.0442,0.6111111111111112,0.6111111111111112,0.6125,0.609907120743034
DREAMER_binary_EEG,Logistic Regression,17,17,300,18,0.0456,0.0,0.5,0.525,0.5307692307692308,0.4857142857142857
DREAMER_binary_EEG,SVM (RBF),17,17,300,18,0.0307,0.0021,0.7777777777777778,0.7333333333333334,0.6615384615384616,0.6785714285714286
DREAMER_binary_EEG,Random Forest,17,17,300,18,0.3122,0.0398,0.3888888888888889,0.5178571428571428,0.5153846153846154,0.38699690402476783
DREAMER_binary_EEG,Logistic Regression,18,18,300,18,0.083,0.0,0.3888888888888889,0.3875,0.38888888888888884,0.38699690402476783
DREAMER_binary_EEG,SVM (RBF),18,18,300,18,0.0214,0.0057,0.5,0.25,0.5,0.3333333333333333
DREAMER_binary_EEG,Random Forest,18,18,300,18,0.353,0.0346,0.5,0.5,0.5,0.4857142857142857
DREAMER_binary_EEG,Logistic Regression,19,19,300,18,0.0537,0.0,0.5555555555555556,0.6666666666666666,0.7142857142857143,0.55
DREAMER_binary_EEG,SVM (RBF),19,19,300,18,0.0221,0.0,0.5555555555555556,0.35714285714285715,0.35714285714285715,0.35714285714285715
DREAMER_binary_EEG,Random Forest,19,19,300,18,0.2108,0.0272,0.5555555555555556,0.525,0.5357142857142857,0.5
DREAMER_binary_EEG,Logistic Regression,20,20,300,18,0.0343,0.0,0.5,0.7,0.625,0.4857142857142857
DREAMER_binary_EEG,SVM (RBF),20,20,300,18,0.0216,0.0019,0.6111111111111112,0.3235294117647059,0.4583333333333333,0.3793103448275862
DREAMER_binary_EEG,Random Forest,20,20,300,18,0.2125,0.0353,0.7777777777777778,0.75,0.75,0.75
DREAMER_binary_EEG,Logistic Regression,21,21,300,18,0.0309,0.0,0.3333333333333333,0.17647058823529413,0.42857142857142855,0.25
DREAMER_binary_EEG,SVM (RBF),21,21,300,18,0.0166,0.0089,0.3888888888888889,0.19444444444444445,0.5,0.28
DREAMER_binary_EEG,Random Forest,21,21,300,18,0.2871,0.0439,0.4444444444444444,0.7058823529411764,0.5454545454545454,0.375
DREAMER_binary_EEG,Logistic Regression,22,22,300,18,0.0627,0.0,0.6666666666666666,0.65,0.6666666666666666,0.6493506493506493
DREAMER_binary_EEG,SVM (RBF),22,22,300,18,0.019,0.0,0.5555555555555556,0.5,0.5,0.5
DREAMER_binary_EEG,Random Forest,22,22,300,18,0.2822,0.0348,0.3888888888888889,0.45384615384615384,0.4583333333333333,0.38699690402476783
DREAMER_binary_EEG,Logistic Regression,23,23,300,18,0.0564,0.0,0.6666666666666666,0.625,0.625,0.625
DREAMER_binary_EEG,SVM (RBF),23,23,300,18,0.0198,0.0053,0.3888888888888889,0.3888888888888889,0.375,0.37142857142857144
DREAMER_binary_EEG,Random Forest,23,23,300,18,0.3134,0.043,0.5555555555555556,0.7142857142857143,0.6666666666666666,0.55
