task,feature_map,n_qubits,reps,entanglement,scaler,config,fold,test_subject,train_time,test_time,status,accuracy,precision,recall,f1
WESAD_binary_QSVM,ZZFeatureMap,4,1,circular,robust,ZZFeatureMap_n4_r1_circular_robust,10,11,4.44,0.0,ok,0.4406779661016949,0.4525462962962963,0.44862155388471175,0.43483309143686505
WESAD_binary_QSVM,ZZFeatureMap,4,1,circular,robust,ZZFeatureMap_n4_r1_circular_robust,11,13,4.55,0.001,ok,0.5423728813559322,0.5549768518518519,0.5595238095238095,0.5375907111756169
WESAD_binary_QSVM,ZZFeatureMap,4,1,circular,robust,ZZFeatureMap_n4_r1_circular_robust,12,14,4.46,0.001,ok,0.7457627118644068,0.7482758620689656,0.7706766917293233,0.7410008779631256
WESAD_binary_QSVM,ZZFeatureMap,4,1,circular,robust,ZZFeatureMap_n4_r1_circular_robust,13,15,4.29,0.001,ok,0.6833333333333333,0.6553273427471117,0.6447368421052632,0.6480395183698673
WESAD_binary_QSVM,ZZFeatureMap,4,1,circular,robust,ZZFeatureMap_n4_r1_circular_robust,14,16,4.22,0.001,ok,0.9180327868852459,0.9148809523809525,0.9061771561771561,0.9102148954960259
WESAD_binary_QSVM,ZZFeatureMap,4,1,circular,robust,ZZFeatureMap_n4_r1_circular_robust,15,17,3.72,0.0011,ok,0.4098360655737705,0.41182795698924735,0.40617848970251713,0.4019607843137255
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,1,2,5.05,0.0,ok,0.44642857142857145,0.2840909090909091,0.33783783783783783,0.30864197530864196
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,2,3,5.11,0.001,ok,0.49122807017543857,0.5151515151515151,0.5162162162162163,0.4887101763068358
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,3,4,5.13,0.001,ok,0.5087719298245614,0.5515873015873016,0.5527027027027027,0.5086206896551724
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,4,5,4.72,0.0,ok,0.6949152542372882,0.6646191646191646,0.6717948717948719,0.6672932330827068
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,5,6,5.03,0.0,ok,0.4067796610169492,0.4607843137254902,0.4649122807017544,0.40404040404040403
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,6,7,5.33,0.001,ok,0.6610169491525424,0.6217948717948718,0.6217948717948718,0.6217948717948718
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,7,8,5.03,0.001,ok,0.6271186440677966,0.6157407407407407,0.62531328320802,0.6136904761904762
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,8,9,4.66,0.001,ok,0.3793103448275862,0.3942307692307692,0.38421052631578945,0.37259615384615385
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,9,10,4.65,0.001,ok,0.6,0.5915178571428572,0.5980861244019139,0.5885714285714285
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,10,11,4.52,0.0009,ok,0.5254237288135594,0.5035294117647059,0.5037593984962406,0.501207729468599
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,11,13,4.58,0.0009,ok,0.4576271186440678,0.3927631578947368,0.39786967418546365,0.3948717948717949
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,12,14,4.59,0.001,ok,0.5423728813559322,0.5549768518518519,0.5595238095238095,0.5375907111756169
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,13,15,4.62,0.0011,ok,0.6333333333333333,0.6333333333333333,0.6435406698564593,0.6266968325791855
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,14,16,4.4,0.0,ok,0.7868852459016393,0.8003246753246753,0.8234265734265734,0.7848032564450476
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,standard,ZZFeatureMap_n4_r2_linear_standard,15,17,5.23,0.001,ok,0.5737704918032787,0.5678879310344828,0.5720823798627002,0.5642857142857143
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,1,2,5.29,0.0011,ok,0.48214285714285715,0.4451871657754011,0.441678520625889,0.44211611130195805
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,2,3,5.15,0.001,ok,0.6140350877192983,0.6222222222222222,0.6337837837837837,0.608125
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,3,4,5.09,0.001,ok,0.5263157894736842,0.48611111111111105,0.4858108108108108,0.48580020046775807
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,4,5,5.15,0.0009,ok,0.711864406779661,0.6996527777777778,0.7211538461538461,0.6994306263110579
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,5,6,5.22,0.0,ok,0.7627118644067796,0.7427536231884058,0.7518796992481203,0.7463144963144963
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,6,7,5.2,0.0,ok,0.3898305084745763,0.4590909090909091,0.4653846153846154,0.38541666666666663
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,7,8,4.96,0.0,ok,0.6101694915254238,0.5863095238095238,0.5908521303258145,0.5869101978691019
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,8,9,5.25,0.0,ok,0.4827586206896552,0.4276315789473684,0.4276315789473684,0.4276315789473684
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,9,10,4.96,0.0,ok,0.45,0.4987163029525032,0.49880382775119614,0.44862155388471175
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,10,11,5.19,0.0011,ok,0.5084745762711864,0.5847338935574229,0.5758145363408521,0.5062049062049062
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,11,13,5.06,0.001,ok,0.3898305084745763,0.45238095238095233,0.462406015037594,0.38111888111888115
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,12,14,4.98,0.001,ok,0.576271186440678,0.5691244239631337,0.575187969924812,0.5637385388938183
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,13,15,5.07,0.001,ok,0.55,0.5545050055617353,0.5586124401913876,0.5437904815544916
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,14,16,5.22,0.0,ok,0.8524590163934426,0.8386727688787186,0.8449883449883451,0.8415584415584416
WESAD_binary_QSVM,ZZFeatureMap,4,2,linear,robust,ZZFeatureMap_n4_r2_linear_robust,15,17,5.23,0.001,ok,0.45901639344262296,0.3480243161094225,0.38558352402746,0.35993640699523055
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,1,2,6.43,0.001,ok,0.48214285714285715,0.45833333333333337,0.4544807965860598,0.45264577013818674
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,2,3,6.08,0.001,ok,0.5263157894736842,0.48611111111111105,0.4858108108108108,0.48580020046775807
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,3,4,6.05,0.001,ok,0.38596491228070173,0.40719696969696967,0.4006756756756757,0.3829260748530776
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,4,5,6.18,0.0,ok,0.4745762711864407,0.4718390804597701,0.4685897435897436,0.4590357882283348
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,5,6,5.87,0.0011,ok,0.4576271186440678,0.44502314814814814,0.44047619047619047,0.4380952380952381
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,6,7,5.82,0.0,ok,0.4406779661016949,0.42650462962962965,0.41858974358974355,0.41654180401558283
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,7,8,6.16,0.0,ok,0.6440677966101694,0.608974358974359,0.606516290726817,0.6075388026607539
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,8,9,6.21,0.0,ok,0.5,0.5,0.5,0.4876637222053
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,9,10,6.63,0.001,ok,0.5666666666666667,0.5666666666666667,0.5717703349282297,0.5588235294117647
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,10,11,6.51,0.0,ok,0.4745762711864407,0.4964705882352941,0.49624060150375937,0.4721500721500721
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,11,13,2.91,0.0,ok,0.6440677966101694,0.608974358974359,0.606516290726817,0.6075388026607539
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,12,14,1.27,0.001,ok,0.4576271186440678,0.3927631578947368,0.39786967418546365,0.3948717948717949
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,13,15,1.24,0.0,ok,0.5333333333333333,0.5875,0.5837320574162679,0.5328142380422691
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,14,16,1.27,0.0,ok,0.45901639344262296,0.47023809523809523,0.46794871794871795,0.4537313432835821
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,standard,ZZFeatureMap_n4_r2_full_standard,15,17,1.26,0.0,ok,0.4426229508196721,0.3940476190476191,0.39816933638443935,0.3956876456876457
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,1,2,1.21,0.0,ok,0.6071428571428571,0.5714285714285714,0.5746799431009957,0.5722222222222222
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,2,3,1.19,0.0,ok,0.43859649122807015,0.47619047619047616,0.4756756756756757,0.43842364532019706
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,3,4,1.22,0.0,ok,0.6666666666666666,0.6238095238095238,0.6054054054054054,0.6083182640144665
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,4,5,1.2,0.0,ok,0.559322033898305,0.5858823529411765,0.5935897435897436,0.5561342592592593
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,5,6,1.21,0.001,ok,0.7288135593220338,0.7117647058823529,0.7255639097744361,0.7149758454106281
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,6,7,1.28,0.001,ok,0.5932203389830508,0.5852534562211982,0.5948717948717949,0.5785714285714285
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,7,8,1.25,0.0,ok,0.5254237288135594,0.48245614035087714,0.48245614035087714,0.48245614035087714
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,8,9,1.17,0.0,ok,0.5689655172413793,0.505738880918221,0.5052631578947369,0.5039343140608963
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,9,10,1.2,0.0,ok,0.35,0.3791208791208791,0.381578947368421,0.3498193942761878
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,10,11,1.23,0.0009,ok,0.4745762711864407,0.4866898148148148,0.4855889724310777,0.4690856313497823
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,11,13,1.26,0.0,ok,0.559322033898305,0.5474537037037037,0.5513784461152882,0.5434523809523809
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,12,14,1.26,0.0,ok,0.4745762711864407,0.4964705882352941,0.49624060150375937,0.4721500721500721
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,13,15,1.17,0.0,ok,0.5333333333333333,0.5333333333333333,0.5358851674641147,0.5248868778280543
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,14,16,3.23,0.0,ok,0.6885245901639344,0.6748366013071896,0.6870629370629371,0.675985462678222
WESAD_binary_QSVM,ZZFeatureMap,4,2,full,robust,ZZFeatureMap_n4_r2_full_robust,15,17,6.97,0.0,ok,0.4426229508196721,0.40675057208237986,0.40675057208237986,0.40675057208237986
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,1,2,5.49,0.0,ok,0.44642857142857145,0.4346153846153846,0.4274537695590327,0.424212271973466
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,2,3,5.41,0.0,ok,0.5789473684210527,0.587037037037037,0.5952702702702704,0.5725
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,3,4,5.74,0.001,ok,0.5087719298245614,0.5275000000000001,0.5297297297297298,0.5049627791563276
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,4,5,5.46,0.0006,ok,0.5084745762711864,0.5279720279720279,0.5307692307692308,0.5033381712626996
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,5,6,5.74,0.0,ok,0.3389830508474576,0.3743421052631579,0.38032581453634084,0.3382226056945643
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,6,7,5.31,0.0,ok,0.559322033898305,0.5734953703703703,0.5814102564102563,0.553030303030303
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,7,8,5.68,0.0,ok,0.5254237288135594,0.5133101851851851,0.5144110275689223,0.5083333333333333
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,8,9,5.64,0.0,ok,0.43103448275862066,0.43103448275862066,0.4236842105263158,0.4169966494060311
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,9,10,5.04,0.0,ok,0.55,0.5545050055617353,0.5586124401913876,0.5437904815544916
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,10,11,5.19,0.001,ok,0.423728813559322,0.37155388471177947,0.37155388471177947,0.37155388471177947
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,11,13,5.16,0.0,ok,0.6949152542372882,0.6631652661064427,0.6459899749373433,0.6506578947368421
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,12,14,5.4,0.001,ok,0.6440677966101694,0.646551724137931,0.6597744360902256,0.6374012291483757
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,13,15,5.53,0.0,ok,0.5333333333333333,0.5520361990950227,0.5550239234449761,0.53125
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,14,16,5.59,0.001,ok,0.7540983606557377,0.7349624060150376,0.7185314685314685,0.7244805781391147
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,standard,ZZFeatureMap_n4_r2_circular_standard,15,17,5.52,0.001,ok,0.45901639344262296,0.4805555555555555,0.4799771167048055,0.45843422114608556
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,1,2,5.37,0.0,ok,0.5,0.5057471264367817,0.5064011379800853,0.48958333333333337
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,2,3,5.38,0.002,ok,0.43859649122807015,0.48684210526315785,0.4871621621621622,0.43842364532019706
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,3,4,5.62,0.001,ok,0.631578947368421,0.615,0.6243243243243244,0.6144927536231883
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,4,5,5.55,0.0,ok,0.559322033898305,0.5512672811059908,0.5570512820512821,0.5434523809523809
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,5,6,5.54,0.0,ok,0.711864406779661,0.6873464373464373,0.6911027568922306,0.6889922480620154
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,6,7,5.85,0.001,ok,0.423728813559322,0.4782894736842105,0.47884615384615387,0.4235632183908046
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,7,8,6.1,0.0,ok,0.4915254237288136,0.47916666666666663,0.47744360902255634,0.4732142857142857
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,8,9,5.96,0.0,ok,0.5172413793103449,0.4901960784313726,0.48947368421052634,0.4873737373737374
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,9,10,5.56,0.0,ok,0.43333333333333335,0.46650717703349287,0.46650717703349287,0.43333333333333335
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,10,11,5.49,0.0,ok,0.4406779661016949,0.443103448275862,0.43796992481203006,0.4302019315188762
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,11,13,5.61,0.001,ok,0.3728813559322034,0.37528735632183907,0.36403508771929827,0.36113549897570973
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,12,14,5.66,0.0011,ok,0.6101694915254238,0.5944055944055944,0.6015037593984962,0.5933473179502546
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,13,15,5.54,0.0011,ok,0.55,0.510989010989011,0.5107655502392345,0.5107218363032316
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,14,16,5.47,0.001,ok,0.7377049180327869,0.7179054054054055,0.7255244755244755,0.7208237986270023
WESAD_binary_QSVM,ZZFeatureMap,4,2,circular,robust,ZZFeatureMap_n4_r2_circular_robust,15,17,5.38,0.0009,ok,0.45901639344262296,0.44859307359307365,0.44565217391304346,0.44407622203811103
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,1,2,0.7,0.001,ok,0.375,0.2909356725146199,0.29658605974395447,0.2936936936936937
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,2,3,0.66,0.0009,ok,0.543859649122807,0.541256157635468,0.5452702702702703,0.5321969696969697
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,3,4,0.68,0.0,ok,0.631578947368421,0.5992063492063492,0.6013513513513513,0.600066822586034
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,4,5,0.66,0.001,ok,0.6779661016949152,0.6279264214046822,0.5980769230769231,0.6003565062388592
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,5,6,0.65,0.0,ok,0.6779661016949152,0.6511056511056511,0.6541353383458646,0.6524031007751938
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,6,7,0.65,0.0,ok,0.4915254237288136,0.7,0.6153846153846154,0.4732142857142857
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,7,8,0.65,0.0,ok,0.847457627118644,0.8434959349593496,0.8176691729323309,0.8276533592989289
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,8,9,0.65,0.0011,ok,0.5172413793103449,0.5226190476190476,0.525,0.5078787878787879
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,9,10,0.66,0.0,ok,0.31666666666666665,0.32352941176470584,0.40311004784689,0.28300786942582334
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,10,11,0.65,0.0,ok,0.7796610169491526,0.8088235294117647,0.8289473684210527,0.7786435786435786
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,11,13,0.65,0.0,ok,0.4406779661016949,0.6944444444444444,0.5657894736842105,0.39627906976744187
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,12,14,0.66,0.0,ok,0.3559322033898305,0.34259259259259256,0.32957393483709274,0.3327380952380952
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,13,15,0.65,0.0,ok,0.5666666666666667,0.5416666666666666,0.5430622009569378,0.5417156286721504
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,14,16,0.67,0.0,ok,0.4262295081967213,0.46212121212121215,0.46212121212121215,0.4262295081967213
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,standard,PauliFeatureMap_n3_r1_linear_standard,15,17,0.66,0.0,ok,0.7540983606557377,0.7651975683890577,0.6996567505720823,0.7090620031796502
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,1,2,0.65,0.0,ok,0.7321428571428571,0.7,0.682076813655761,0.6883116883116883
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,2,3,0.65,0.0,ok,0.6842105263157895,0.6816502463054187,0.6993243243243243,0.6761363636363636
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,3,4,0.66,0.0,ok,0.9298245614035088,0.9512195121951219,0.9,0.9188034188034188
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,4,5,0.66,0.0,ok,0.7627118644067796,0.7783564814814814,0.8083333333333333,0.7593240093240092
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,5,6,0.66,0.0,ok,0.6610169491525424,0.7314102564102564,0.7261904761904762,0.6609195402298851
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,6,7,0.65,0.0,ok,0.3389830508474576,0.1694915254237288,0.5,0.25316455696202533
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,7,8,0.65,0.0,ok,0.5932203389830508,0.6008064516129032,0.6096491228070176,0.5874125874125874
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,8,9,0.66,0.0,ok,0.5,0.4023255813953488,0.41710526315789476,0.4067019400352734
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,9,10,0.65,0.001,ok,0.4666666666666667,0.6000000000000001,0.5598086124401913,0.4444444444444444
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,10,11,0.65,0.0,ok,0.559322033898305,0.7234042553191489,0.6578947368421053,0.5488235294117647
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,11,13,0.65,0.0,ok,0.4406779661016949,0.5309364548494984,0.5231829573934837,0.4302019315188762
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,12,14,0.66,0.0,ok,0.7627118644067796,0.7427536231884058,0.7518796992481203,0.7463144963144963
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,13,15,0.65,0.0,ok,0.45,0.48901098901098905,0.4892344497607656,0.44984717977215893
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,14,16,0.66,0.0,ok,0.8688524590163934,0.8666666666666667,0.8974358974358974,0.865934065934066
WESAD_binary_QSVM,PauliFeatureMap,3,1,linear,robust,PauliFeatureMap_n3_r1_linear_robust,15,17,0.66,0.0,ok,0.8688524590163934,0.8604118993135011,0.8604118993135011,0.8604118993135011
WESAD_binary_QSVM,PauliFeatureMap,3,1,full,standard,PauliFeatureMap_n3_r1_full_standard,1,2,0.7,0.0,ok,0.08928571428571429,0.10561497326203209,0.08036984352773827,0.08666453469779341
WESAD_binary_QSVM,PauliFeatureMap,3,1,full,standard,PauliFeatureMap_n3_r1_full_standard,2,3,0.7,0.0,ok,0.3684210526315789,0.3932225063938619,0.38716216216216215,0.3666666666666667
WESAD_binary_QSVM,PauliFeatureMap,3,1,full,standard,PauliFeatureMap_n3_r1_full_standard,3,4,0.67,0.0,ok,0.6491228070175439,0.6214285714285714,0.6263513513513514,0.623015873015873
WESAD_binary_QSVM,PauliFeatureMap,3,1,full,standard,PauliFeatureMap_n3_r1_full_standard,4,5,0.7,0.0,ok,0.6610169491525424,0.6104651162790697,0.5974358974358974,0.6002710027100271
WESAD_binary_QSVM,PauliFeatureMap,3,1,full,standard,PauliFeatureMap_n3_r1_full_standard,5,6,0.69,0.001,ok,0.3559322033898305,0.4011627906976744,0.41478696741854637,0.35127314814814814
WESAD_binary_QSVM,PauliFeatureMap,3,1,full,standard,PauliFeatureMap_n3_r1_full_standard,6,7,0.82,0.0,ok,0.4067796610169492,0.5514705882352942,0.5269230769230769,0.38118070122864844
WESAD_binary_QSVM,PauliFeatureMap,3,1,full,standard,PauliFeatureMap_n3_r1_full_standard,7,8,0.68,0.0,ok,0.8135593220338984,0.8132267441860466,0.7700501253132832,0.7834501167834501
